1	0	死机/5G/电熨斗/推向市场/频繁/衣服/竟然/真是/销售/产品/这样/可以
1	0	信号/太差/一代
1	0	机器/主板
1	0	觉得
1	0	不爽/太快/降价/而已/手机/就是
1	0	我放/电信卡/没网/别买/网络/手机/建议/基本/特别
1	0	下载/微信/闪退/几天/新手机/软件/重新
1	0	11/客服/500/点后/优惠券/京东/敷衍/要么/查询/一次/手机/10/iPhone/Pro/512G/11799/11299/1222/元京豆/联系
1	0	APP/使用/正常/为什么/其他/不能/可以
1	0	待机时间/热得快/拍照/特色/效果/运行/速度/一般/其他
1	0	磕碰/京东/包装/失望/物流/打开/这次/保护/觉得/一直/发现
1	0	伪劣产品/315/开机/到手/投诉/激活/准备/不能
1	0	一肚子火/太差/信号/手机/每天/这么
1	0	11/降价/体验/毫无/这么
1	0	发烫/没送/实体店/配件/便宜/网上/一个
1	0	1300/全价/飞机/什么
1	0	补全/好怨/差价
1	0	小毛病/有点/多少/一般
1	0	后试/闪退/激活/软件/打开/质量/现象/连续/问题/出现
1	0	一般般/简陋/包装/性能
1	0	刚买/1300/好亏/一千/优惠/一个月/感觉/现在
1	0	信任/太气/600/保价/双十/京东/苹果/便宜/生气/几天/结果/活动/这么
1	0	差劲/京东/客服/不行/商品/可以
1	0	人理/天价/客服/就是说/毛病/第二天/手机
1	0	磨损/外观/外形
1	0	保价/京豆/300/文字游戏/先说/要么/有意思/别说/哪里/意义/别人/明白/价值/然后/一样/之后/开始/可以
1	0	无线网/总会/自动/为什么
1	0	手机/送过来/裂缝/背面/着急/媳妇/一道/打开/一直/之后/所以/就是/可以
1	0	11/100/扎心/降价
1	0	实话/不补/一个样/那个/差价/这个/信号/一天/稳定/价格
1	0	理想/特别/不是
1	0	充电/太久/理想/小时/不是
1	0	发烫/图片吧/退换/留言/无果/强行/沟通/两天/不让/手机/购买/大家
1	0	京东/摄像头/太差/刚到/客服/商城/反馈/苹果/质量/不管/真是
1	0	500/好评/我怕/降价/体验/三天
1	0	待机时间/没电/待机/晚上
1	0	死机/运行/超级/体验/经常/速度/但是/可以
1	0	机子/打不开/到手/没用/根本
1	0	摄像头/待机时间/中招/拍照/屏幕/发热/钢化/音效/偏暖/4000/不太值/毫安/运行/感觉/消消/速度/乐都/除了/华为/四五十
1	0	40/京豆/性价比/太低/一万/国产/评价/手机/不如/接近/只能
1	0	购机/赠品/完好/没收/包装
1	0	保价/双十/两三天/降价/真的
1	0	满格/点亮/屏幕/流水/似的/小时/超过/使用/时间
1	0	摄像头/气泡
1	0	11/期买/300/分期付款/便宜/优惠/等到/一天/最后/不会/可以
1	0	心塞/11/一买/双十/三百/多少
1	0	用过/一看/别人/就是
1	0	下载/信号
1	0	烫手/发热/一会/特色/手机/其他
1	0	网速慢/电用/超级/声音
1	0	镜头/灰尘/颗粒/里面
1	0	手机/连不上/蓝牙/重启/短短/两天/根本/解决/声音/突然/发现/两个/问题
1	0	发烫/边框/容易/还行/拍照/外观/苹果/习惯/效果/感觉/个人/系统/特别/一直/地方/一般/时间/这个/什么
1	0	进灰/摄像头/后置/使用
1	0	待机时间/音效/官网/颜值/慢多/真的/边框/内存/瑕疵/屏幕/外观/外形/拿到/登陆/账户/半天/差不多/运行/速度/一般
1	0	没好/售后/买回来/耳机/便宜/果然/不了/不想/第一次/处理/问题/就是
1	0	客服/区别/网络/解锁/服务器/面部/琢磨/没什么/设置/不行/维护/手机/后面/服务/直接/有些/情况/问题/自己/没有
1	0	激活/无法
